casenew	weighta	P550tpr	P344pr	P425r	A172	A093r	A094r	A121r	SexHRP	A049r	G018r	G019r	Gorx
5934	4.69031604625	755.283478716125	616.95	1	1	1	1	2	2	4	2	3	8
6548	5.30950575075	440.810011980331	1184.99	1	1	1	1	3	1	2	2	1	5
4373	5.18514776375	598.579733507423	566.86	1	1	2	4	2	1	2	2	1	6
6670	4.17604403725	939.897786377398	965.96	1	1	1	3	3	1	3	2	2	6
1774	3.8955326875	661.47493	1184.99	1	1	1	1	3	1	5	2	3	12
8730	4.65916710025	350.427529294716	205.51	2	1	4	5	3	1	1	1	1	3
6118	5.02546348525	260.323736854101	551.59	2	1	4	5	3	1	2	2	1	10
4867	5.3902520705	483.844517178703	901.4	1	1	1	1	3	2	3	2	2	5
7346	3.9168109365	725.818791671059	992.07	1	1	1	1	3	1	2	2	1	4
8848	3.3578995695	1175	1184.99	1	1	1	1	3	1	3	2	2	5
14461	3.27353550875	389.853450713005	983.052564102564	1	1	1	1	3	2	2	1	2	11
2584	2.7314377235	1175	920.39	1	1	1	1	3	2	5	2	3	4
11203	4.3412160985	128.775	137.962	2	2	4	5	1	2	1	1	1	3
13085	3.909198504	198.713346414408	430.8815	2	2	4	5	3	1	2	2	1	6
3452	4.85922727375	594.6230744198	1014.35	1	1	1	1	2	1	2	2	1	4
8214	4.576439366	206.014504861361	241.524	2	2	4	5	3	2	2	2	1	8
14486	4.273653323	432.852836371315	597.34	1	1	1	3	3	1	1	1	1	9
135	4.4649313975	285.058024788845	624.255	2	1	4	5	3	1	2	2	1	8
4805	4.63639985725	429.185408667205	669.5	1	1	1	3	2	1	1	1	1	8
11413	4.02067024625	112.433160188952	223.342	2	2	4	5	3	1	1	1	1	11
9061	4.9676898525	128.454494345509	278.434	2	2	4	5	1	1	2	2	1	11
2125	4.546994874	297.471819948187	299.194	2	2	4	5	3	1	2	2	1	11
4027	6.2759977975	1044.4059396848	1090.98	1	1	1	3	3	1	4	2	3	8
8400	4.21187956575	524.55677572654	1184.99	1	1	1	1	3	1	1	1	1	8
9881	3.60982314725	569.279818130862	463.347	2	1	4	5	3	1	2	2	1	9
8603	4.37793149325	348.254565458198	518.01	1	2	2	2	3	2	3	2	2	4
17	6.60132863675	105.654250481555	65	2	1	3	4	1	1	1	1	1	11
8021	3.499228944	611.529156643965	1182.7195	2	1	4	5	3	1	2	2	1	9
11724	5.11260708375	1175	1184.99	1	1	1	1	3	1	5	2	3	4
7820	4.40059960375	205.080259964818	321.259	2	1	4	5	3	1	2	2	1	6
13319	6.24452450425	710.155640823725	590.31	1	1	1	2	3	2	4	3	2	2
12450	4.46129456975	588.88199455446	425.725	1	1	1	1	3	1	2	2	1	8
10274	5.46594919525	629.25854302985	1184.99	1	1	1	1	3	1	3	2	2	4
19	7.574293979	79.7326533147611	213.9	1	1	1	2	3	1	1	1	1	7
11860	3.95348748525	469.470416120219	1184.99	1	1	1	1	3	1	2	2	1	11
11101	5.0772001815	620.27860516339	1184.99	1	1	1	3	3	1	5	2	3	9
14062	3.1078030665	560.429458652592	806.9525	1	1	1	1	3	1	2	2	1	1
6582	5.43737422475	115.625	169.862	2	2	4	5	3	1	1	1	1	4
1316	4.77134446725	407.643694819198	616.21	1	1	1	1	3	1	1	1	1	3
9513	5.788712895	459.51385191409	686.07	1	1	1	3	1	1	3	2	2	8
957	5.164115843	441.395247743655	1007.9825	1	2	1	1	2	1	1	1	1	2
2902	3.910617946	435.477750968033	774.56	1	1	1	1	3	1	3	2	2	2
14525	5.10438340425	186.375540583572	556.822	2	2	4	5	3	1	1	1	1	10
7356	4.6027423895	589.165928245109	1052.0125	1	1	1	1	3	1	5	2	3	6
12170	4.6698326255	236.246065126791	349.752	2	2	4	5	2	1	1	1	1	8
3695	3.45726782975	397.74939771963	566.28	1	2	1	3	1	1	2	2	1	11
12589	3.88000799025	116.200811237085	293.384	2	2	4	5	3	1	2	2	1	3
9260	4.38326734925	502.604360103627	581.565	1	1	1	1	3	2	1	1	1	11
9986	2.94664522075	369.513830828571	1184.99	1	1	1	1	3	1	3	2	2	10
3853	5.20595827125	561.935319428502	966.72	1	1	1	2	3	1	2	2	1	4
2309	3.84122259225	397.657595090061	664.9875	1	1	2	2	2	1	4	2	3	3
5648	3.420906216	756.979223250555	829.305	2	1	4	5	3	1	2	2	1	11
7722	3.28939186225	131.703649752114	237.8	2	1	4	5	2	1	2	2	1	5
14965	3.75067982675	447.90277288044	885.72	1	2	1	3	3	1	2	2	1	10
2193	3.92707246525	397.633624818762	728.43	1	1	1	3	1	1	4	2	3	9
11851	3.23088432025	426.05199361278	604.2345	1	1	1	1	3	2	2	2	1	9
11626	5.23225107425	571.976366888724	698.754	2	1	4	5	3	1	2	2	1	8
2054	9.88965215075	87.3041407248566	199.1	2	2	4	5	3	2	1	1	1	2
1184	3.19254804425	1175	1184.99	1	1	1	2	3	2	4	2	3	8
5454	4.3023403565	107.297199548663	176.65	2	1	2	3	1	2	1	1	1	2
7672	4.88553039875	231.160598160566	395	1	2	1	3	1	2	1	1	1	2
2074	5.946408198	364.855	202.16	1	2	2	4	2	2	1	1	1	11
7974	3.97219642325	265.24	187.962	2	2	4	5	1	2	1	1	1	1
4296	5.47792961775	181.480928354089	479.162	2	2	4	5	3	2	1	1	1	8
11782	4.30658940175	215.083625901966	482.65	2	1	4	5	3	1	1	1	1	6
1448	3.80426346375	463.519054191308	1100.25128205128	1	1	1	1	3	1	2	2	1	9
13919	4.1083623505	566.678596922582	1184.99	1	1	1	1	3	1	2	2	1	9
4752	3.514140635	1017.63439460464	1087.75	1	1	1	1	3	1	3	2	2	9
9959	4.8207100605	92.2459141647968	284.0325	2	1	4	5	3	1	1	1	1	9
10212	4.21187956575	276.373097271944	654.597564102564	1	1	1	3	1	1	1	1	1	8
7120	4.42245394275	247.075080181616	137.3095	2	2	4	5	1	2	1	1	1	9
4541	4.83647455525	254.897203984362	217.852	2	2	4	5	1	1	1	1	1	7
9927	4.21495832825	341.176357521859	654.66	1	1	2	1	3	1	1	1	1	3
2099	4.11142341675	468.448319757935	558.552	2	1	4	5	1	2	3	2	2	4
2402	3.408982729	398.37	422.614	2	1	4	5	2	1	2	2	1	9
6816	5.043571427	817.0481331164	758.185	1	1	1	1	3	1	2	2	1	3
10713	4.755556792	363.806214600882	683.56	1	1	1	3	2	2	4	2	3	3
6807	3.87635131425	182.084063409056	365.38	1	1	1	2	3	2	1	1	1	8
14244	3.57220845675	838.46481483586	764.23	1	1	1	3	3	1	2	2	1	6
8915	6.38191299725	782.669525843203	758.57	1	1	1	3	3	1	3	2	2	2
8588	5.3157229345	441.190505943173	409.832	2	2	4	5	3	1	1	1	1	3
7261	3.39718257375	288.174615073793	668.3365	1	1	1	1	3	1	2	2	1	1
62	4.546994874	378.69120412234	550.644	2	1	4	5	3	1	2	2	1	11
7761	3.760388594	541.69057580671	325.917	2	1	4	5	2	1	1	1	1	9
13562	4.29883538525	369.159419754939	729.86	1	1	1	1	3	2	2	2	1	4
8286	4.65563952575	1175	1184.99	1	1	1	1	3	1	2	2	1	8
2082	3.7619186385	323.42261947705	672.21	1	1	1	3	3	1	2	2	1	3
13378	8.18771391875	845.15202166065	1132.39435897436	1	1	1	3	2	2	5	4	1	6
12752	4.783293099	886.819820213865	654.726	2	2	4	5	3	1	4	2	3	11
9623	5.87519980425	452.809461351288	344.034	2	1	4	5	3	1	3	3	1	2
3776	6.09866693125	122.711850342471	195.692	2	2	4	5	2	2	1	1	1	11
562	5.90513327775	620.764307392628	1184.99	1	1	1	1	3	1	4	2	3	2
4152	5.69255060125	517.251161217175	1184.99	1	1	1	1	2	1	2	2	1	11
8879	2.97811140525	369.139173213968	612.505	2	1	4	5	3	1	2	2	1	1
13648	3.98774743775	267.382805248619	444.444	2	2	4	5	3	1	2	2	1	10
8162	4.6063224635	157.005652349264	172.862	2	2	4	5	3	2	1	1	1	4
13164	3.85909305725	816.411250887647	404.29	2	1	3	4	2	2	4	1	3	9
215	3.2452640095	331.00754359673	1016.12	1	1	1	4	3	2	2	2	1	10
3007	14.84945382275	1175	1184.99	1	1	4	5	2	1	5	4	2	7
3261	4.4966503945	102.275	180	2	2	4	4	1	2	3	1	3	7
5643	6.13360661975	402.431934065267	1184.99	1	1	1	2	3	2	4	3	2	5
5440	6.65973461375	92.7849409716366	188.062	2	2	4	5	3	2	1	1	1	3
14917	3.5678079915	199.725	248.44	2	1	4	5	2	2	2	2	1	6
8134	4.8990030895	68.455	94.192	2	2	4	5	1	1	1	1	1	2
6508	4.0364073265	330.166939159429	354.86	2	1	1	1	1	2	3	1	3	7
14690	3.80415507425	245.506425700093	1184.99	2	1	1	2	3	1	3	3	1	5
6232	3.81287339225	254.084732779647	191.012	2	2	4	5	1	1	1	1	1	9
3394	4.23425747375	709.728690153427	582.2475	1	1	1	1	3	1	4	2	3	3
1517	4.3759212615	917.182020301719	634.07	1	1	4	5	3	2	5	2	3	2
10328	3.32570600825	595.215928065395	617.23	1	1	1	1	3	2	2	1	2	10
5805	4.7592914415	240.944320487789	1184.99	1	2	1	1	3	1	2	2	1	4
11609	3.2992695975	1042.64726016571	1071.03	1	1	1	1	3	1	4	2	3	1
12111	4.0616402875	395.569444715398	1184.99	1	1	1	1	3	1	2	2	1	8
7438	3.80426346375	269.730105552166	918.8	1	2	3	4	3	1	2	2	1	9
11717	13.18550606825	1159.16873210077	466.63	1	1	1	2	3	1	5	4	3	7
12829	3.33940526875	186.34576264782	471.75	1	1	1	3	2	1	3	2	2	4
13489	4.8080275835	255.905	105	2	1	3	4	2	2	1	1	1	10
10712	5.59905139125	420.159450154962	653.1315	1	1	4	5	3	1	3	3	1	5
3336	4.923394419	176.51251237996	501.66	2	2	1	2	3	1	3	3	1	7
14977	4.83081888725	477.555851303943	783.245	1	1	1	3	3	1	2	2	1	2
7675	5.43737422475	128.145432058716	153.212	2	2	4	5	3	1	1	1	1	4
937	4.546994874	437.476477739973	593.52	2	2	1	2	3	1	2	2	1	11
13093	5.601998909	469.94	176.432	2	1	4	4	3	2	2	2	1	5
10903	3.90151941725	644.354464700643	508.214	1	1	2	3	3	1	2	2	1	2
634	3.6657571075	339.26	269.58	2	2	4	5	3	2	1	1	1	10
6169	7.29369192075	933.230270869525	704.65	1	1	1	2	2	1	2	2	1	3
14853	4.71107113675	208.81	300.02	1	1	1	1	2	2	1	1	1	12
12161	7.4752216195	475.757452095114	731.54	1	1	1	1	3	1	3	3	1	6
4559	6.27068181475	515.629536281028	646.76	1	1	1	1	2	1	4	2	3	2
9148	7.04249564525	169.01016109969	232	1	1	1	1	3	1	1	1	1	2
14169	5.201867371	119.986243904751	221.342	2	2	4	5	3	1	1	1	1	8
719	6.32680650575	55.0606654678051	65	2	2	3	4	1	1	1	1	1	8
9829	3.53584684325	132.39	298.184	2	2	4	5	1	1	2	2	1	6
842	5.22085721575	228.277218029907	342.68	1	2	4	4	3	1	2	2	1	10
414	5.1467078385	325.982554741521	880.26	1	1	1	1	3	1	2	2	1	6
7163	5.96868959275	211.644615384615	254.76	2	1	4	5	1	1	4	1	3	2
5428	3.70017721825	59.49	126	2	2	4	5	1	2	2	1	2	4
11858	5.71147493725	190.586764152038	591.02	1	1	1	1	3	1	1	1	1	11
3376	3.01918180725	198.804830183531	443.914	2	1	4	5	1	1	2	2	1	3
4855	5.40544486325	694.498125151368	369.6675	1	1	1	3	2	1	1	1	1	9
2881	4.27937399575	172.388076923077	151.542	2	1	4	5	1	2	1	1	1	8
8907	3.60032675125	602.490681390436	840.22	1	1	1	2	3	2	2	2	1	6
10727	5.30950575075	258.665974960787	953.08	1	1	1	1	3	1	2	2	1	5
9977	7.5578642675	398.59765097236	621.61	1	1	1	1	1	2	3	1	3	2
5427	9.5541343675	1175	1184.99	1	1	1	3	3	1	5	4	1	4
6048	5.788765619	761.281558120125	820.7175	1	1	1	1	3	1	4	2	3	8
10702	5.30407769	75.6049601593625	133.692	2	2	4	5	1	1	1	1	1	4
1951	6.04602553725	146.265	205.352	2	2	4	5	1	1	1	1	1	7
244	4.162181423	518.386156052752	548.96	1	1	4	4	1	2	4	2	3	4
13991	3.97624236125	502.152321548087	1184.99	1	1	1	1	3	1	3	2	2	11
11627	3.01918180725	289.319786628734	322.994	2	2	4	5	3	1	2	2	1	3
5071	6.812435976	285.491777583307	260.862	2	2	4	5	3	2	1	1	1	10
11937	3.4542608965	455.272938719688	692.12	1	1	1	1	3	2	1	1	1	8
2716	4.222114652	269.067662124763	187.807	2	2	4	5	1	2	1	1	1	1
14179	8.638139289	567.966202367571	562.82	1	1	2	3	1	2	3	2	2	8
5250	3.94181454425	1159.69846290409	1184.99	2	1	4	5	3	1	2	2	1	5
3264	4.56835299825	418.698912763018	730.11	1	1	1	3	3	2	5	3	3	1
6378	5.6965261445	386.401498354211	239.422	2	2	4	5	3	2	1	1	1	3
6835	4.2999901775	536.937978058511	506.44	1	1	1	2	3	2	2	2	1	11
2213	3.23907708325	652.615	263.3365	2	2	4	5	3	1	2	2	1	12
9496	3.989638391	716.33433299124	1184.99	1	2	1	1	3	1	3	3	1	3
5382	4.43327837575	566.312788199128	719.432	1	1	1	1	3	1	4	3	2	8
3652	4.36765467725	567.810821243836	313.304	2	1	4	5	3	1	2	2	1	2
9490	5.1783910235	338.830654367976	505.35	1	2	1	1	2	1	1	1	1	9
6773	3.7437373075	1005.77508635732	1059.04923076923	1	1	1	3	3	1	5	2	3	3
13219	5.5664327495	1060.40959396004	1184.99	1	1	1	1	2	1	2	2	1	2
5107	5.01939447425	657.072317591661	485.534	2	2	4	5	3	1	2	2	1	3
12116	7.79506432625	359.306961991407	771.86	1	1	1	3	3	1	3	3	1	8
14182	3.726013246	406.614076071234	611.444	2	1	4	5	3	1	2	2	1	8
3825	5.46594919525	353.940614029621	380.11	1	1	1	3	1	1	3	2	2	4
9115	5.7179905915	143.655	225.732564102564	2	1	2	3	2	2	2	1	2	7
7913	6.25234107375	495.846093280641	422.92	1	1	3	1	3	1	2	2	1	3
3756	4.435419367	511.077777522988	378.79	1	1	1	3	1	1	3	2	2	7
14213	6.5166336125	247.071863377966	423.612	2	1	4	5	3	2	2	2	1	5
14717	3.6152587165	217.31556974159	309.23	1	2	1	3	1	2	1	1	1	5
5904	4.576439366	287.145	356.004	2	2	4	5	3	1	2	2	1	8
2128	7.05963933175	461.995	298.08	2	1	3	2	3	1	2	2	1	2
2215	9.74692208625	227.506988378699	667.104	1	1	1	2	3	1	3	3	1	7
789	6.55876598625	256.497744064145	540.76	1	1	1	3	2	1	1	1	1	2
9266	4.74248070725	374.585809822255	364.4025	1	1	2	2	2	2	1	1	1	8
2324	6.0462674525	691.772762021464	602.895	2	1	4	5	3	2	1	1	1	8
8886	7.9887984845	283.407825094936	267.5	2	1	4	4	2	2	4	2	3	7
11207	7.82802668025	647.86854892163	978.6	1	1	1	1	3	2	2	2	1	10
8252	3.9204800505	256.758247643114	268.624	2	1	4	5	1	1	2	2	1	8
10029	3.033673043	203.25293273155	502.45	2	1	4	4	2	2	5	1	3	2
7314	6.39050855375	256.53	541.097435897436	1	1	1	3	3	1	4	2	3	12
11868	4.5277588625	487.75148908243	309.767	2	2	4	5	3	1	2	2	1	8
14264	3.52938084125	565.272375416453	413.272	2	1	4	5	3	1	1	1	1	1
8361	3.93400036	794.895591856743	550.18	1	1	1	1	3	1	2	2	1	2
14702	4.60824949075	386.172103595884	426.34	1	1	1	1	3	2	1	1	1	8
5343	5.65880661775	136.341534771946	171.75	2	2	4	5	3	1	1	1	1	3
11195	8.65985730975	177.188756878658	1136.84	1	1	1	3	3	1	3	3	1	10
12309	8.02796220475	444.641867430786	597.49	1	2	1	2	2	1	2	2	1	2
7935	6.29825901475	119.296774423413	386.37	2	2	4	5	3	2	1	1	1	4
9753	5.95677413725	457.119043824701	413.88	1	1	1	3	2	2	2	2	1	4
2955	5.2256130635	140.155	221.972	2	2	4	5	1	2	1	1	1	7
5858	4.29428497125	415.1887768	401.2425	1	1	2	3	3	2	3	3	1	10
12156	2.582938891	389.366092781071	419.29	1	1	1	2	3	1	3	3	1	6
13819	4.3759212615	829.686728757385	785.48	1	1	1	1	2	1	5	2	3	2
9759	5.8389084555	210.43	245.972	2	2	4	5	3	1	1	1	1	2
8082	3.88186085075	153.038879185788	320.5115	2	2	4	5	3	1	2	2	1	4
3567	2.305762547525	377.075	264.47	2	1	4	4	2	2	3	1	3	3
2391	5.34004925575	264.82	113.3	1	1	1	2	2	2	2	1	2	3
8255	8.6776634005	700.220480713257	1017.68384615385	1	1	1	3	3	1	2	2	1	11
1367	10.20810148375	1175	748	2	2	2	4	2	2	5	4	1	12
3073	4.914913197	207.785	472.845	1	2	2	3	3	1	1	1	1	2
3699	5.340340577	149.006334278666	208.442	2	2	4	5	3	1	1	1	1	6
9882	7.769349879	478.921266730203	1184.99	1	1	4	5	3	1	4	4	1	2
12663	4.98979157475	1175	1184.99	1	1	1	1	3	1	4	2	3	2
12727	3.77715980375	148.71	113	2	1	4	5	1	2	2	1	2	9
13421	3.9220372915	372.765956480763	324.3365	2	2	4	5	3	1	2	2	1	6
538	5.571902224	264.153415410719	440.38	1	1	1	3	1	2	2	1	2	1
8259	3.59346463575	537.699300530632	528.0175	1	1	2	3	2	2	2	2	1	2
6895	6.55329684325	291.490201405294	255.29	2	1	4	5	1	1	4	1	3	2
14439	4.46129456975	827.25584876728	1184.99	1	1	1	1	3	1	2	2	1	8
11464	6.411010484	289.140002700579	722.87	1	1	2	3	1	2	3	2	2	7
10936	5.82552032425	362.565	267.6495	2	2	4	5	3	2	1	1	1	9
616	5.04777401425	327.54	432.72	2	1	4	4	2	1	2	2	1	5
770	5.95677413725	534.295397685964	786.915641025641	1	1	1	1	2	1	2	2	1	4
8863	6.484790481	398.859953689391	388.694	2	1	4	5	3	1	2	2	1	11
154	5.821130536	578.87089187084	714.92	1	1	1	1	3	1	4	2	3	11
5620	9.397729061	504.201809444562	117.8	2	1	4	5	3	1	2	2	1	10
1281	6.06225800075	789.131411780028	952.39	1	1	1	3	3	1	3	3	1	10
14982	4.091395829	295.00013978041	598.81	1	1	1	3	1	2	4	2	3	2
6074	4.147237875	251.832714842253	748.877564102564	1	1	1	1	3	1	2	2	1	3
14021	3.65966253175	573.231067668544	1184.99	2	1	1	1	3	1	2	2	1	3
3256	9.54362206925	493.84038959038	1128.34	1	1	1	1	3	1	2	2	1	2
14572	8.269663382	453.0967762853	1068.29	1	1	1	1	3	1	3	3	1	4
1677	9.72494264	295.40487730183	1184.99	1	2	1	2	3	1	3	3	1	9
6930	3.2280539005	1175	1184.99	1	1	2	3	3	2	5	2	3	9
9118	3.914084331	321.457888673127	351.2415	2	2	4	5	3	1	2	2	1	8
9242	6.964301729	465.041437189655	812.42	1	2	1	3	3	1	3	2	2	2
1250	4.4050182105	108.265	281.01	2	2	4	5	1	2	1	1	1	12
6084	7.16779706275	1175	1078.4675	1	1	1	3	3	1	4	2	3	8
11969	2.9666428295	181.044424321313	292.4	2	1	4	5	3	2	2	2	1	1
7095	6.29974709125	490.348792404332	850.58	1	1	1	1	3	2	3	3	1	8
12905	7.37475510075	268.715319719513	460.03	1	2	1	2	3	1	1	1	1	7
14058	4.10897857425	426.464922825107	531.102	1	1	1	2	3	1	2	2	1	8
801	6.62899443325	802.248116516932	1184.99	1	1	1	1	3	2	4	4	1	2
10014	4.63358625375	194.93	152.962	2	2	4	5	1	2	1	1	1	3
4873	7.2021345105	877.061725834423	1157.64	1	1	1	2	3	1	4	2	3	8
503	3.90151941725	431.959068663653	619.304	2	1	4	5	3	1	2	2	1	2
9929	3.6521509295	294.680390358863	731.19	1	1	1	1	3	1	2	2	1	1
142	4.52667941775	515.349605305933	1184.99	1	1	1	1	3	2	2	2	1	2
590	3.783049434	70.845	117.2	2	1	4	5	1	2	3	1	3	3
2554	5.6299645495	252.138499817261	436.0145	2	1	4	5	3	1	1	1	1	6
5726	3.73876208425	461.269967074226	576.95	1	1	1	1	3	2	1	1	1	3
14198	4.83444129225	390.476882766473	369.1195	2	1	4	5	3	2	1	1	1	11
5343	4.002730869	337.088281765312	1184.99	1	1	1	1	3	1	2	2	1	6
10469	5.798422109	1029.51684326082	1184.99	1	1	1	1	3	1	4	2	3	4
8569	5.8057763015	242.37	386.992	2	1	4	5	3	2	3	2	2	3
2171	3.959786795	470.197629072478	639.532	1	1	1	1	3	1	2	2	1	6
8499	4.23796399525	886.661190961805	1098.3725	1	1	1	2	3	1	2	2	1	4
10812	8.7576792615	190.992470007057	277.227	2	2	4	5	1	2	1	1	1	11
2892	3.5328407095	401.355392348791	438.229	2	1	4	5	3	1	2	2	1	5
684	3.78967902375	395.976563665752	646.345	1	2	1	1	3	2	1	1	1	11
821	4.201540548	154.94	170.75	1	2	2	4	1	2	1	1	1	11
12371	4.2081740065	267.938051165495	134.4375	2	1	4	5	2	2	2	1	2	5
12546	4.161526399	139.345	136.922	2	2	4	5	1	1	1	1	1	3
14496	4.03817252175	204.500058555023	379.7625	2	1	4	5	1	1	1	1	1	6
11501	4.17473116325	264.544356330014	256.012	2	2	4	5	3	2	1	1	1	9
580	3.631204175	281.550611980331	346.142	2	1	4	5	3	1	2	2	1	5
11565	4.4911184325	682.531231329337	1184.99	1	1	1	3	3	1	5	3	3	8
1558	5.6060927945	284.613747943035	270.18	2	1	4	5	3	1	2	2	1	5
10836	5.111815008	479.678752148444	383.41	1	1	4	3	1	2	3	2	2	3
14951	4.266124811	251.840463908373	296.62	1	1	1	3	2	2	1	1	1	4
12996	4.72200981475	707.209284429666	889.2	1	1	1	1	3	1	3	3	1	8
5887	3.499228944	266.855	206.962	2	1	4	5	2	2	2	2	1	9
8052	5.23225107425	260.645637179027	398.4815	2	1	4	5	3	1	2	2	1	8
667	8.3078690185	929.419166294144	718.15	2	1	1	2	3	1	4	3	2	5
6997	3.59244023575	541.771070218579	838.89	1	1	1	1	1	2	3	2	2	11
11373	3.286793093	344.732914088374	443.834	2	1	4	5	3	2	2	2	1	3
11708	5.63108157975	995.305624677075	230.95	1	1	1	2	3	1	1	1	1	8
1279	3.5913826405	585.953429870166	871.89	1	1	1	1	3	1	3	3	1	4
10831	3.52060614	332.859668381214	567.93	1	1	1	2	3	1	2	2	1	4
4000	5.2371343605	436.068363004912	1184.99	1	2	1	3	1	1	4	4	1	8
11225	5.07294326	720.673318506622	1184.99	1	1	1	1	3	1	3	2	2	7
6720	5.639238607	172.875	182.08	2	2	4	5	3	2	1	1	1	12
14469	7.7110778995	1169.5577099626	1184.99	1	1	1	2	3	1	3	3	1	3
2429	4.46524797925	149.955032007068	11.32	2	2	4	5	3	2	1	1	1	11
9920	6.731361395	761.764311477364	1184.99	1	1	1	1	3	1	2	2	1	7
5225	3.5762881545	589.95	258.96	2	1	4	5	3	1	2	2	1	5
14968	7.79269096725	895.632069548934	419.55	2	1	1	2	2	1	2	2	1	7
6385	4.08785795725	541.031703110951	1184.99	1	1	1	1	3	1	4	2	3	8
14587	5.043968795	615.437748181872	1093.68	1	1	4	5	3	2	4	4	1	9
7463	6.654135944	445.66250779175	671.81	1	1	1	1	3	2	2	2	1	3
8383	5.43830008625	566.114188	711.54	1	1	1	1	3	2	2	2	1	12
7947	4.7833298595	163.833127659574	288.607	2	1	4	5	3	2	1	1	1	11
13955	2.5701251505	1175	1184.99	1	1	1	1	3	1	5	2	3	11
10825	5.86380441825	550.0793706778	430.17	2	1	2	3	1	2	5	3	3	1
3847	4.78500832275	236.300188780891	633.82	1	2	1	1	3	2	2	2	1	8
8620	4.11943262	442.02481623892	773.7525	1	1	1	3	3	1	2	2	1	8
539	4.416296733	479.276272890412	952.802	2	2	4	5	1	1	1	1	1	5
11004	3.72593215075	681.586492694722	1052.29	1	1	2	1	3	2	3	2	2	6
5710	5.97520683925	549.386689453808	579.67	1	1	1	3	3	1	3	2	2	7
1607	4.828898622	274.397287820371	509.92	1	1	1	3	3	1	2	2	1	4
6404	5.93797937775	113.155	254.02	2	2	4	5	3	2	1	1	1	10
1766	4.3412160985	339.139694290858	160.85	2	1	4	5	3	2	1	1	1	3
13293	4.030028748	844.645537108702	140.86	1	1	1	2	3	1	1	1	1	2
8643	7.391040009	388.233800327293	633.89	1	1	1	3	3	1	3	2	2	5
11199	6.877145556	309.102513086153	638.144615384615	1	1	1	3	1	1	3	2	2	5
13577	5.201867371	152.155850807258	178.492	2	2	4	5	3	1	1	1	1	8
4455	5.1967840265	173.45412586133	320.434	2	2	4	5	3	1	2	2	1	8
5315	3.666750695	413.80170281345	872.99	1	1	1	3	3	1	2	2	1	1
11748	4.9718155415	364.656385762272	478.874	2	1	4	5	3	1	3	3	1	5
10236	5.89187341825	430.935893776132	864.81	1	1	1	3	3	1	5	2	3	8
2753	5.09193785425	919.651501046591	881.197	2	1	2	2	3	1	2	2	1	7
262	3.3501989805	339.208847458502	564.579	2	1	4	5	3	1	2	2	1	11
12415	6.20265582	1175	1119.64012820513	1	1	1	3	3	1	3	3	1	2
12135	4.31592631875	408.317805248619	1116.53	1	1	1	1	3	1	2	2	1	10
10650	6.78250009175	86.2	176.25	2	2	3	4	1	1	5	1	3	8
194	3.9883279095	183.71	149.47	2	1	4	5	2	2	3	1	3	2
6045	4.7954697755	671.309308398024	1011.3165	1	1	4	5	3	1	3	3	1	11
9449	4.33174275875	394.026714291137	487.3	1	1	1	3	3	1	3	2	2	3
3356	4.328148562	103.17	140.472	2	1	4	5	1	2	1	1	1	8
12380	3.7674777095	388.099595917079	506.26	1	1	1	1	3	2	2	1	2	3
7883	5.312131115	225.815	295.972	2	1	4	5	1	2	1	1	1	5
8528	3.65866432275	294.421482958512	200	1	1	2	3	2	2	1	1	1	5
14094	6.64225814525	468.0754217	64.3	2	1	3	4	3	1	1	1	1	1
2727	4.27937399575	414.225194611091	467.3595	2	2	4	5	3	2	1	1	1	8
9059	9.46732349625	700.383136526038	937.14	1	1	1	2	2	2	2	2	1	7
14614	5.3606560945	580.729766854931	956.99	1	1	1	1	3	1	4	2	3	8
1624	4.05559244425	876.925725337471	1184.99	1	1	1	1	3	2	4	3	2	5
6368	5.4591377945	804.892989058618	294.58	2	1	1	2	3	1	3	2	2	5
10504	3.50941077175	112.161246763297	165.452	2	2	2	3	2	2	1	1	1	9
13233	5.6976390595	206.710152493317	282.16	2	2	4	5	1	2	1	1	1	2
5010	5.67086362	238.115806942722	230.384	2	2	4	5	2	1	2	2	1	9
10938	3.226794884	804.548563224135	1184.99	1	1	1	1	3	1	2	2	1	4
13536	4.5153782095	193.125279093738	495.14	1	2	4	5	1	1	3	3	1	9
452	4.70418731575	778.188972967028	833.38	1	1	1	3	3	1	2	2	1	6
11956	5.49876517125	533.019074246786	445.41	1	2	1	2	2	1	2	2	1	4
4118	3.765213644	498.060781993044	1184.99	1	1	1	1	3	2	4	2	3	4
5798	4.738331735	177.283541208629	220	1	1	1	3	1	2	1	1	1	5
2219	1.881561474225	384.905	498.0625	2	1	1	2	3	1	5	2	3	12
10459	6.5861013415	617.030690490797	1170.77	1	1	1	1	3	1	5	3	3	11
4283	4.68682252575	725.867049649783	1184.99	1	1	1	1	3	1	3	2	2	2
11995	5.34672001075	255.071165320075	337.01	1	2	1	3	3	1	1	1	1	4
8764	3.3825226975	686.928253673709	509.06	1	1	1	1	3	1	4	2	3	9
9997	8.26625130925	208.267090027322	434.442	1	1	1	2	1	1	1	1	1	11
1146	4.36012234525	251.142709391454	281.622	2	1	1	2	3	2	1	1	1	1
4479	3.437153044	228.735983626493	449.73	1	1	1	1	3	2	1	1	1	4
6029	3.0292737575	72.27	163.992	2	2	4	5	1	2	2	1	2	7
8286	4.1560451635	148.61	361.922	2	2	4	5	3	2	1	1	1	9
6649	5.4518182165	632.833871928556	646.97	1	1	2	2	3	2	4	2	3	9
